Site Type,,Suburban Background,,,,Urban Background,,,,Suburban Background,,,,Urban Industrial,,,,Urban Background,,Urban Background,,,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,Urban Background,,
Zone,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,Greater London,,,,Greater London,,,,,,Greater London,,,,,,Greater London,,,,Greater London,,
Agglomeration,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,Greater London Urban Area,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,Greater London Urban Area,,
Local Authority,,"Bexley",,,,"Camden",,,,"Greenwich",,,,"Hillingdon",,,,"Hillingdon",,"Lewisham",,,,"Westminster",,,,,,"Kensington",,,,,,"Richmond",,,,"Westminster",,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2021-01-02,15:00:00,5.975,V ugm-3 (FIDAS),3.632,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),4.725,V ugm-3 (FIDAS),3.525,V ugm-3 (Ref.eq),,,4.675,V ugm-3 (FIDAS),3.184,V ugm-3 (Ref.eq),0.252908,V mgm-3,7.4,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),0.09683,V mgm-3,6.475,V ugm-3 (FIDAS),5.236,V ugm-3 (Ref.eq),5.875,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2021-01-02,16:00:00,5.85,V ugm-3 (FIDAS),2.712,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (FIDAS),3.463,V ugm-3 (Ref.eq),,,7.525,V ugm-3 (FIDAS),5.59,V ugm-3 (Ref.eq),0.311272,V mgm-3,6,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),0.120304,V mgm-3,7.275,V ugm-3 (FIDAS),5.637,V ugm-3 (Ref.eq),6.7,V ugm-3 (FIDAS),5.236,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2021-01-02,17:00:00,7.475,V ugm-3 (FIDAS),5.59,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),7.761,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),,,8.875,V ugm-3 (FIDAS),7.288,V ugm-3 (Ref.eq),0.324243,V mgm-3,7,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS),0.184857,V mgm-3,9.175,V ugm-3 (FIDAS),7.052,V ugm-3 (Ref.eq),10.425,V ugm-3 (FIDAS),8.538,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2021-01-02,18:00:00,9.55,V ugm-3 (FIDAS),7.665,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),12,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),7.593,V ugm-3 (FIDAS),6.042,V ugm-3 (Ref.eq),,,9.475,V ugm-3 (FIDAS),7.571,V ugm-3 (Ref.eq),0.392333,V mgm-3,8.4,V ugm-3 (TEOM FDMS),7.3,V ugm-3 (TEOM FDMS),0.217134,V mgm-3,10.125,V ugm-3 (FIDAS),8.066,V ugm-3 (Ref.eq),15.6,V ugm-3 (FIDAS),12.854,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2021-01-02,19:00:00,13.3,V ugm-3 (FIDAS),10.708,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),8.844,V ugm-3 (FIDAS),6.975,V ugm-3 (Ref.eq),,,13.825,V ugm-3 (FIDAS),11.368,V ugm-3 (Ref.eq),0.460424,V mgm-3,12.2,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),0.272884,V mgm-3,13.075,V ugm-3 (FIDAS),10.566,V ugm-3 (Ref.eq),14.25,V ugm-3 (FIDAS),11.722,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2021-01-02,20:00:00,12.6,V ugm-3 (FIDAS),10.778,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),11.245,V ugm-3 (FIDAS),8.914,V ugm-3 (Ref.eq),,,15.75,V ugm-3 (FIDAS),13.679,V ugm-3 (Ref.eq),0.505818,V mgm-3,14.4,V ugm-3 (TEOM FDMS),12.7,V ugm-3 (TEOM FDMS),0.196594,V mgm-3,12.725,V ugm-3 (FIDAS),10.519,V ugm-3 (Ref.eq),17.275,V ugm-3 (FIDAS),14.528,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2021-01-02,21:00:00,13.525,V ugm-3 (FIDAS),11.58,V ugm-3 (Ref.eq),19.324,V ugm-3 (Ref.eq),16,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),12.18,V ugm-3 (FIDAS),9.546,V ugm-3 (Ref.eq),,,15.15,V ugm-3 (FIDAS),12.547,V ugm-3 (Ref.eq),0.457181,V mgm-3,15.1,V ugm-3 (TEOM FDMS),13.1,V ugm-3 (TEOM FDMS),0.170186,V mgm-3,12.925,V ugm-3 (FIDAS),10.519,V ugm-3 (Ref.eq),15.55,V ugm-3 (FIDAS),12.995,V ugm-3 (Ref.eq),14,V ugm-3 (BAM)
2021-01-02,22:00:00,12.975,V ugm-3 (FIDAS),10.92,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),11.928,V ugm-3 (FIDAS),10.526,V ugm-3 (Ref.eq),,,15.9,V ugm-3 (FIDAS),13.066,V ugm-3 (Ref.eq),0.405302,V mgm-3,11.6,V ugm-3 (TEOM FDMS),11.7,V ugm-3 (TEOM FDMS),0.170186,V mgm-3,12.725,V ugm-3 (FIDAS),10.708,V ugm-3 (Ref.eq),16.975,V ugm-3 (FIDAS),14.599,V ugm-3 (Ref.eq),15,V ugm-3 (BAM)
2021-01-02,23:00:00,13.825,V ugm-3 (FIDAS),12.146,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),12.858,V ugm-3 (FIDAS),11.335,V ugm-3 (Ref.eq),,,15.05,V ugm-3 (FIDAS),12.901,V ugm-3 (Ref.eq),0.408545,V mgm-3,15.2,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS),0.15258,V mgm-3,14.55,V ugm-3 (FIDAS),12.689,V ugm-3 (Ref.eq),17.15,V ugm-3 (FIDAS),14.835,V ugm-3 (Ref.eq),17,V ugm-3 (BAM)
2021-01-02,24:00:00,24.825,V ugm-3 (FIDAS),20,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),17,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),12.87,V ugm-3 (FIDAS),11.29,V ugm-3 (Ref.eq),,,17.325,V ugm-3 (FIDAS),15.519,V ugm-3 (Ref.eq),0.317757,V mgm-3,14.1,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS),0.11737,V mgm-3,15.025,V ugm-3 (FIDAS),13.326,V ugm-3 (Ref.eq),17.125,V ugm-3 (FIDAS),15.259,V ugm-3 (Ref.eq),16,V ugm-3 (BAM)
2021-01-03,01:00:00,12.9,V ugm-3 (FIDAS),11.769,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),13,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),10.408,V ugm-3 (FIDAS),9.514,V ugm-3 (Ref.eq),,,15.275,V ugm-3 (FIDAS),13.797,V ugm-3 (Ref.eq),0.181431,V mgm-3,13,V ugm-3 (TEOM FDMS),12.5,V ugm-3 (TEOM FDMS),0.093896,V mgm-3,14.275,V ugm-3 (FIDAS),12.925,V ugm-3 (Ref.eq),16.4,V ugm-3 (FIDAS),14.741,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2021-01-03,02:00:00,7.075,V ugm-3 (FIDAS),6.462,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),10,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),7.119,V ugm-3 (FIDAS),6.557,V ugm-3 (Ref.eq),,,7.6,V ugm-3 (FIDAS),7.028,V ugm-3 (Ref.eq),0.103676,V mgm-3,8.2,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),0.070421,V mgm-3,8.675,V ugm-3 (FIDAS),7.854,V ugm-3 (Ref.eq),13.825,V ugm-3 (FIDAS),12.406,V ugm-3 (Ref.eq),17,V ugm-3 (BAM)
2021-01-03,03:00:00,6.125,V ugm-3 (FIDAS),5.684,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),6.305,V ugm-3 (FIDAS),5.812,V ugm-3 (Ref.eq),,,8.975,V ugm-3 (FIDAS),8.255,V ugm-3 (Ref.eq),0.077756,V mgm-3,5.7,V ugm-3 (TEOM FDMS),7.3,V ugm-3 (TEOM FDMS),0.067488,V mgm-3,6.925,V ugm-3 (FIDAS),6.203,V ugm-3 (Ref.eq),10.025,V ugm-3 (FIDAS),9.292,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2021-01-03,04:00:00,5.475,V ugm-3 (FIDAS),4.976,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),4.691,V ugm-3 (FIDAS),4.307,V ugm-3 (Ref.eq),,,5.95,V ugm-3 (FIDAS),5.448,V ugm-3 (Ref.eq),0.080996,V mgm-3,3.7,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),0.07629,V mgm-3,5.475,V ugm-3 (FIDAS),5.047,V ugm-3 (Ref.eq),6.675,V ugm-3 (FIDAS),6.156,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2021-01-03,05:00:00,5.625,V ugm-3 (FIDAS),5.071,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),5.115,V ugm-3 (FIDAS),4.574,V ugm-3 (Ref.eq),,,5.825,V ugm-3 (FIDAS),5.354,V ugm-3 (Ref.eq),0.090716,V mgm-3,4.4,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),0.114435,V mgm-3,6.525,V ugm-3 (FIDAS),5.873,V ugm-3 (Ref.eq),5.825,V ugm-3 (FIDAS),5.401,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2021-01-03,06:00:00,9.6,V ugm-3 (FIDAS),8.821,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),10,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),10.417,V ugm-3 (FIDAS),9.404,V ugm-3 (Ref.eq),,,10.6,V ugm-3 (FIDAS),9.599,V ugm-3 (Ref.eq),0.087476,V mgm-3,10.4,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS),0.099764,V mgm-3,10.775,V ugm-3 (FIDAS),9.835,V ugm-3 (Ref.eq),8.4,V ugm-3 (FIDAS),7.5,V ugm-3 (Ref.eq),14,V ugm-3 (BAM)
2021-01-03,07:00:00,12.35,V ugm-3 (FIDAS),11.061,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),8.235,V ugm-3 (FIDAS),7.299,V ugm-3 (Ref.eq),,,11.925,V ugm-3 (FIDAS),10.613,V ugm-3 (Ref.eq),0.090716,V mgm-3,9.2,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),0.11737,V mgm-3,10.75,V ugm-3 (FIDAS),9.599,V ugm-3 (Ref.eq),10.925,V ugm-3 (FIDAS),9.859,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2021-01-03,08:00:00,12.125,V ugm-3 (FIDAS),10.094,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),7.88,V ugm-3 (FIDAS),7.017,V ugm-3 (Ref.eq),,,11.075,V ugm-3 (FIDAS),9.764,V ugm-3 (Ref.eq),0.093956,V mgm-3,8.5,V ugm-3 (TEOM FDMS),9.1,V ugm-3 (TEOM FDMS),0.11737,V mgm-3,9.7,V ugm-3 (FIDAS),8.538,V ugm-3 (Ref.eq),10.325,V ugm-3 (FIDAS),9.057,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2021-01-03,09:00:00,9.875,V ugm-3 (FIDAS),8.703,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),10,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),8.25,V ugm-3 (FIDAS),7.166,V ugm-3 (Ref.eq),,,11.975,V ugm-3 (FIDAS),10.519,V ugm-3 (Ref.eq),0.093956,V mgm-3,9.7,V ugm-3 (TEOM FDMS),9.1,V ugm-3 (TEOM FDMS),0.126173,V mgm-3,10.075,V ugm-3 (FIDAS),8.656,V ugm-3 (Ref.eq),11.1,V ugm-3 (FIDAS),9.741,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2021-01-03,10:00:00,8.575,V ugm-3 (FIDAS),7.311,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),7.179,V ugm-3 (FIDAS),5.942,V ugm-3 (Ref.eq),,,10.15,V ugm-3 (FIDAS),8.538,V ugm-3 (Ref.eq),0.087476,V mgm-3,7.3,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS),0.120304,V mgm-3,7.75,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),10.075,V ugm-3 (FIDAS),8.467,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-01-03,11:00:00,7.075,V ugm-3 (FIDAS),5.708,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),6.123,V ugm-3 (FIDAS),4.983,V ugm-3 (Ref.eq),,,7.95,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),0.093956,V mgm-3,8,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS),0.120304,V mgm-3,7.4,V ugm-3 (FIDAS),5.684,V ugm-3 (Ref.eq),7.7,V ugm-3 (FIDAS),6.109,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2021-01-03,12:00:00,7.175,V ugm-3 (FIDAS),5.212,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),5.561,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),,,7.8,V ugm-3 (FIDAS),6.014,V ugm-3 (Ref.eq),0.106914,V mgm-3,7.4,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),0.134975,V mgm-3,6.25,V ugm-3 (FIDAS),5.165,V ugm-3 (Ref.eq),7.55,V ugm-3 (FIDAS),6.038,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2021-01-03,13:00:00,6.425,V ugm-3 (FIDAS),4.646,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),5.368,V ugm-3 (FIDAS),4.059,V ugm-3 (Ref.eq),,,7.825,V ugm-3 (FIDAS),6.109,V ugm-3 (Ref.eq),0.110154,V mgm-3,7.5,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS),0.134975,V mgm-3,6.475,V ugm-3 (FIDAS),4.929,V ugm-3 (Ref.eq),7.625,V ugm-3 (FIDAS),6.156,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2021-01-03,14:00:00,5.725,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),5.289,V ugm-3 (FIDAS),4.015,V ugm-3 (Ref.eq),,,8.725,V ugm-3 (FIDAS),6.179,V ugm-3 (Ref.eq),0.110154,V mgm-3,8,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS),0.120304,V mgm-3,6.725,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),7.225,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2021-01-03,15:00:00,4.775,V ugm-3 (FIDAS),3.231,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),5.583,V ugm-3 (FIDAS),3.693,V ugm-3 (Ref.eq),,,6.425,V ugm-3 (FIDAS),5.259,V ugm-3 (Ref.eq),0.116634,V mgm-3,6.7,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS),0.137909,V mgm-3,6.4,V ugm-3 (FIDAS),4.575,V ugm-3 (Ref.eq),6.775,V ugm-3 (FIDAS),5.047,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2021-01-03,16:00:00,5.725,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),4.134,V ugm-3 (FIDAS),2.726,V ugm-3 (Ref.eq),,,5.725,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),0.158753,V mgm-3,8.9,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),0.146712,V mgm-3,5.325,V ugm-3 (FIDAS),3.915,V ugm-3 (Ref.eq),4.65,V ugm-3 (FIDAS),3.656,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2021-01-03,17:00:00,6.25,V ugm-3 (FIDAS),4.646,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),5.205,V ugm-3 (FIDAS),3.811,V ugm-3 (Ref.eq),,,9.8,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),0.110154,V mgm-3,7.9,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS),0.155515,V mgm-3,6.05,V ugm-3 (FIDAS),4.741,V ugm-3 (Ref.eq),7.1,V ugm-3 (FIDAS),5.92,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2021-01-03,18:00:00,7.75,V ugm-3 (FIDAS),5.896,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),5.827,V ugm-3 (FIDAS),4.61,V ugm-3 (Ref.eq),,,9.15,V ugm-3 (FIDAS),7.618,V ugm-3 (Ref.eq),0.123114,V mgm-3,8.3,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS),0.146712,V mgm-3,7.4,V ugm-3 (FIDAS),6.297,V ugm-3 (Ref.eq),8.875,V ugm-3 (FIDAS),7.665,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2021-01-03,19:00:00,7.55,V ugm-3 (FIDAS),6.179,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),7.216,V ugm-3 (FIDAS),6.192,V ugm-3 (Ref.eq),,,10,V ugm-3 (FIDAS),7.807,V ugm-3 (Ref.eq),0.132834,V mgm-3,7.7,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS),0.149646,V mgm-3,8.9,V ugm-3 (FIDAS),7.5,V ugm-3 (Ref.eq),10.55,V ugm-3 (FIDAS),9.222,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2021-01-03,20:00:00,7.8,V ugm-3 (FIDAS),6.368,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),8.422,V ugm-3 (FIDAS),7.047,V ugm-3 (Ref.eq),,,12.075,V ugm-3 (FIDAS),9.859,V ugm-3 (Ref.eq),0.191151,V mgm-3,10.1,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS),0.170186,V mgm-3,10.65,V ugm-3 (FIDAS),9.151,V ugm-3 (Ref.eq),12.475,V ugm-3 (FIDAS),10.778,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2021-01-03,21:00:00,11.05,V ugm-3 (FIDAS),9.292,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),14,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),9.994,V ugm-3 (FIDAS),7.76,V ugm-3 (Ref.eq),,,11.85,V ugm-3 (FIDAS),9.764,V ugm-3 (Ref.eq),0.22031,V mgm-3,13,V ugm-3 (TEOM FDMS),10.2,V ugm-3 (TEOM FDMS),0.17312,V mgm-3,11.775,V ugm-3 (FIDAS),9.953,V ugm-3 (Ref.eq),13.125,V ugm-3 (FIDAS),11.533,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2021-01-03,22:00:00,11.575,V ugm-3 (FIDAS),9.811,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),12,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (FIDAS),7.77,V ugm-3 (Ref.eq),,,13.225,V ugm-3 (FIDAS),10.495,V ugm-3 (Ref.eq),0.158753,V mgm-3,11.4,V ugm-3 (TEOM FDMS),10.1,V ugm-3 (TEOM FDMS),0.146712,V mgm-3,11.275,V ugm-3 (FIDAS),9.269,V ugm-3 (Ref.eq),13.225,V ugm-3 (FIDAS),11.274,V ugm-3 (Ref.eq),14,V ugm-3 (BAM)
2021-01-03,23:00:00,9.075,V ugm-3 (FIDAS),6.958,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),8.999,V ugm-3 (FIDAS),7.181,V ugm-3 (Ref.eq),,,10.85,V ugm-3 (FIDAS),8.679,V ugm-3 (Ref.eq),0.139313,V mgm-3,9.5,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS),0.132041,V mgm-3,10.175,V ugm-3 (FIDAS),8.137,V ugm-3 (Ref.eq),11.625,V ugm-3 (FIDAS),9.222,V ugm-3 (Ref.eq),13,V ugm-3 (BAM)
2021-01-03,24:00:00,9.05,V ugm-3 (FIDAS),7.076,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),7.947,V ugm-3 (FIDAS),6.252,V ugm-3 (Ref.eq),,,10.1,V ugm-3 (FIDAS),7.288,V ugm-3 (Ref.eq),0.123114,V mgm-3,10.5,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS),0.129106,V mgm-3,9.775,V ugm-3 (FIDAS),7.288,V ugm-3 (Ref.eq),10.15,V ugm-3 (FIDAS),7.783,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2021-01-04,01:00:00,5.625,V ugm-3 (FIDAS),3.986,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),5.924,V ugm-3 (FIDAS),4.729,V ugm-3 (Ref.eq),,,6.375,V ugm-3 (FIDAS),4.693,V ugm-3 (Ref.eq),0.09496,V mgm-3,8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),0.105633,V mgm-3,7.2,V ugm-3 (FIDAS),5.33,V ugm-3 (Ref.eq),7.825,V ugm-3 (FIDAS),6.156,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2021-01-04,02:00:00,4.65,V ugm-3 (FIDAS),3.066,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),6.306,V ugm-3 (FIDAS),4.669,V ugm-3 (Ref.eq),,,5.85,V ugm-3 (FIDAS),4.175,V ugm-3 (Ref.eq),0.112225,V mgm-3,5.2,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),0.101721,V mgm-3,7.125,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),6.575,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2021-01-04,03:00:00,7.025,V ugm-3 (FIDAS),4.67,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),6.575,V ugm-3 (FIDAS),4.445,V ugm-3 (Ref.eq),,,8.25,V ugm-3 (FIDAS),5.071,V ugm-3 (Ref.eq),0.123016,V mgm-3,6.9,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),0.090961,V mgm-3,8.075,V ugm-3 (FIDAS),5.142,V ugm-3 (Ref.eq),7.625,V ugm-3 (FIDAS),5.212,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2021-01-04,04:00:00,7.3,V ugm-3 (FIDAS),4.646,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),6.554,V ugm-3 (FIDAS),4.175,V ugm-3 (Ref.eq),,,8.025,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),0.119779,V mgm-3,9,V ugm-3 (TEOM FDMS),7.1,V ugm-3 (TEOM FDMS),0.082159,V mgm-3,7.1,V ugm-3 (FIDAS),4.458,V ugm-3 (Ref.eq),7.925,V ugm-3 (FIDAS),4.976,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2021-01-04,05:00:00,6.05,V ugm-3 (FIDAS),3.821,V ugm-3 (Ref.eq),No data,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),6.536,V ugm-3 (FIDAS),3.731,V ugm-3 (Ref.eq),,,6.875,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),0.132728,V mgm-3,5.7,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS),0.079225,V mgm-3,6.775,V ugm-3 (FIDAS),3.939,V ugm-3 (Ref.eq),6.7,V ugm-3 (FIDAS),4.104,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
